Name of observation                                                                  Observation ID
CometC/2012S1(ISON)                                                                  00032819002
C/2017K2                                                                             00095952003
C/2015V2Johnson                                                                      00094315001
CometC/2011L4Panstarrs                                                               00032545001
CometC/2011L4Panstarrs                                                               00032545002
C/2013X1Panstarrs                                                                    00034300001
C/2013X1Panstarrs                                                                    00034300002
C/2017K2                                                                             05000080001
C/2013A1SidingSpring                                                                 00092013001
C/2013A1SidingSpring                                                                 00092013002
C/2019Q4Borisov                                                                      00012356002
C/2019Q4Borisov                                                                      00012144001
C/2017K2                                                                             05000018001
C/2013X1PANSTARRSOrbit2pointing1                                                     00092405001
C/2013X1PANSTARRSOrbit2pointing1                                                     00092405002
C/2017K2                                                                             05000077001
C/2017K2                                                                             05000077002
C/2019Q4Borisov                                                                      00012361003
Comet81P/Wild-2                                                                      00031674001
CometC/2009P1(Garradd)                                                               00091518001
CometC/2009P1(Garradd)                                                               00091518002
C/2017K2                                                                             05000211001
Comet81P/Wild-2                                                                      00031697001
Comet81P/Wild-2                                                                      00031697002
CometC/2014E2(Jacques)                                                               00033405001
CometC/2014E2(Jacques)                                                               00033405002
CometC/2014E2(Jacques)                                                               00033405003
C/2015V2(Johnson)                                                                    00010214001
C/2017K2                                                                             05000281001
C/2017K2                                                                             05000281002
C/2017K2                                                                             05000281003
C/2017K2                                                                             05000281004
C/2017K2                                                                             05000281005
C/2017K2                                                                             05000281006
C/2017K2                                                                             05000085001
C/2017K2                                                                             05000085002
C/2017K2                                                                             05000194005
CometHolmes                                                                          00031006001
CometHolmes                                                                          00031006002
CometHolmes                                                                          00031006003
CometC/2012K1(PANSTARRS)                                                             00033272001
CometC/2012K1(PANSTARRS)                                                             00033272002
Comet73P/3-C                                                                         00030708001
C/2014E2(Jacques)                                                                    00033361001
C/2014E2(Jacques)                                                                    00033361002
C/2017K2                                                                             05000034001
Comet141P/Macholz2                                                                   00014132003
Comet88P/Howell                                                                      00013767001
Comet88P/Howell                                                                      00013767002
COMET46P/WIRTANEN                                                                    00094462001
Comet88P/Howell                                                                      00013820002
Comet88P/Howell                                                                      00013820003
Comet88P/Howell                                                                      00013820004
Comet88P/Howell                                                                      00013820005
Comet88P/Howell                                                                      00013820006
C/2019Y4ATLAS                                                                        00013389002
Comet73P/3-C                                                                         00030565001
C/2019Q4Borisov                                                                      00013228001
Comet73P/3-C                                                                         00030705001
CometC/2009P1(Garradd)                                                               00091231001
CometC/2009P1(Garradd)                                                               00091231002
C/2017K2                                                                             05000076001
C/2013A1SidingSpring                                                                 00033872001
C/2013A1SidingSpring                                                                 00033872002
C/2013A1SidingSpring                                                                 00033872003
Comet64P/Swift-Gehrels                                                               00010818002
Comet29P/Schwassmann-Wachmann1                                                       00031629001
Comet29P/Schwassmann-Wachmann1                                                       00031629002
Comet41P                                                                             00010104001
Comet41P                                                                             00010104002
Comet41P                                                                             00010104003
Comet41P                                                                             00010104004
Comet41P                                                                             00010104005
CometC/2012K1Panstarrs                                                               00033816001
CometC/2012K1Panstarrs                                                               00033816002
CometC/2012K1Panstarrs                                                               00033816003
C/2013X1Panstarrs                                                                    00034207001
C/2013X1Panstarrs                                                                    00034207002
C/2013X1Panstarrs                                                                    00034207003
C/2013X1Panstarrs                                                                    00034207004
C/2013X1Panstarrs                                                                    00034207005
C/2019Y4ATLAS                                                                        00013360003
Comet64P/Swift-Gehrels                                                               00010830002
Comet88P/Howell                                                                      00013772001
C/2019Q4Borisov                                                                      00011816001
C/2015VL62                                                                           00093583001
C/2015VL62                                                                           00093583002
C/2015VL62                                                                           00093583003
C/2017K2                                                                             05000338001
C/2017K2                                                                             05000338002
C/2017K2                                                                             05000338003
C/2017K2                                                                             05000338004
C/2017K2                                                                             05000338005
C/2017K2                                                                             05000338006
Comet41P                                                                             00010092001
Comet41P                                                                             00010092002
Comet41P                                                                             00010092003
Comet41P                                                                             00010092004
Comet41P                                                                             00010092005
C/2017K2                                                                             05000039002
C/2017K2                                                                             05000016003
CometC/2022E3(ZTF)                                                                   05000248003
C/2019Y4ATLAS                                                                        00013438003
CometC/2012K1(panstarrs)                                                             00033859001
CometC/2012K1(panstarrs)                                                             00033859002
CometC/2012K1(panstarrs)                                                             00033859003
C/2013A1SidingSpring                                                                 00092009001
C/2013A1SidingSpring                                                                 00092009002
C/2013A1(SidingSpring)                                                               00033423001
C/2013A1(SidingSpring)                                                               00033423002
C/2017K2                                                                             05000028003
C/2017K2                                                                             05000098001
CometC/2012S1(ISON)                                                                  00032746001
2P/Encke_orb4_p2                                                                     00091783001
2P/Encke_orb4_p2                                                                     00091783002
2P/Encke_orb4_p2                                                                     00091783003
C/2019Y4ATLAS                                                                        00013354001
C/2019Q4Borisov                                                                      00012146001
C/2017K2                                                                             05000190001
C/2016R2                                                                             00010581001
C/2016R2                                                                             00010581002
C/2016R2                                                                             00010581003
C/2016R2                                                                             00010581004
C/2016R2                                                                             00010581005
C/2016R2                                                                             00010581006
C/2015V2Johnson                                                                      00010160001
C/2017K2                                                                             05000207004
Comet64P/Swift-Gehrels                                                               00010829001
Comet29P/Schwassmann-Wachmann1                                                       00031625001
C/2019Q4Borisov                                                                      00012987001
C/2019Q4Borisov                                                                      00012128001
C/2017K2                                                                             05000089001
C/2017K2                                                                             05000089002
C/2019Q4Borisov                                                                      00013241001
CometC/2013X1PANSTARRS                                                               00034527001
CometC/2013X1PANSTARRS                                                               00034527002
CometLulin                                                                           00031349001
Comet64P/Swift-Gehrels                                                               00010844001
C/2019Q4Borisov                                                                      00013237001
C/2019Y4ATLAS                                                                        00013406003
CometHolmes                                                                          00031002001
Comet2015V2Johnson                                                                   00034899001
Comet2015V2Johnson                                                                   00034899002
Comet141P/Macholz2                                                                   00014192002
Comet88P/Howell                                                                      00013830001
Comet88P/Howell                                                                      00013830002
CometC/2012S1ISON                                                                    00032978001
CometC/2012S1ISON                                                                    00032978002
CometC/2012S1ISON                                                                    00032978003
C/2013A1SidingSpring                                                                 00033780001
C/2013A1SidingSpring                                                                 00033780002
C/2015VL62                                                                           00094154001
Comet46P/Wirtanen                                                                    00094428001
Comet141P/Macholz2                                                                   00014130001
Comet22P/Kopff                                                                       00031448001
Comet22P/Kopff                                                                       00031448002
Comet2015VL62                                                                        00034909001
Comet2015VL62                                                                        00034909002
C/2015V2Johnson                                                                      00094185001
2P/Encke_orb1_p1                                                                     00091776001
2P/Encke_orb1_p1                                                                     00091776002
CometC/2013X1PANSTARRS                                                               00034531001
CometC/2009P1(Garradd)                                                               00091267001
CometC/2009P1(Garradd)                                                               00091267002
CometC/2009P1(Garradd)                                                               00091267003
CometC/2009P1(Garradd)                                                               00091267004
C/2017K2                                                                             00096007001
Comet64P/Swift-Gehrels                                                               00010831003
Comet2013US10Catalina                                                                00034830001
Comet2013US10Catalina                                                                00034830002
Comet2013US10Catalina                                                                00034830003
comet 8P/tuttle                                                                      00031034001
C/2019Q4Borisov                                                                      00011792001
C/2019Q4Borisov                                                                      00013235001
Comet8P/Tuttle                                                                       00031033001
Comet8P/Tuttle                                                                       00031033002
C/2019Q4Borisov                                                                      00012369003
C/2019Y4ATLAS                                                                        00013367002
CometC/2013US10Catalina                                                              00033758001
CometC/2013US10Catalina                                                              00033758002
CometC/2013US10Catalina                                                              00033758003
2P/Encke_orb8_p1                                                                     00091790001
2P/Encke_orb8_p1                                                                     00091790002
CometC/2012K1(PANSTARRS)                                                             00033278001
CometC/2012K1(PANSTARRS)                                                             00033278002
C/2013X1Panstarrs                                                                    00034276001
C/2013X1Panstarrs                                                                    00034276002
Comet73P/3-C                                                                         00030623001
CometC/2022E3(ZTF)                                                                   05000307001
CometC/2022E3(ZTF)                                                                   05000307002
CometC/2022E3(ZTF)                                                                   05000307003
CometC/2022E3(ZTF)                                                                   05000307004
CometC/2022E3(ZTF)                                                                   05000307005
CometC/2022E3(ZTF)                                                                   05000307006
Comet103P/Hartley2                                                                   00031809001
Comet103P/Hartley2                                                                   00031809002
Comet41P                                                                             00010116001
Comet41P                                                                             00010116002
Comet41P                                                                             00010116003
Comet41P                                                                             00010116004
Comet41P                                                                             00010116005
Comet8P/Tuttle                                                                       00031133001
Comet8P/Tuttle                                                                       00031133002
Comet8P/Tuttle                                                                       00031084001
CometC/2012K1(PANSTARRS)                                                             00091998001
CometC/2012K1(PANSTARRS)                                                             00091998002
C/2017K2                                                                             00095955002
C/2019Q4Borisov                                                                      00013169001
C/2013A1SidingSpring                                                                 00033507001
C/2013A1SidingSpring                                                                 00033507002
C/29P                                                                                05000062001
C/29P                                                                                05000062002
C/29P                                                                                05000062003
C/2019Q4Borisov                                                                      00012364002
SidingSpring(C/2013A1)                                                               00033201001
SidingSpring(C/2013A1)                                                               00033201002
SidingSpring(C/2013A1)                                                               00033201003
C/2009P1(GARRADD)                                                                    00091571001
C/2013X1Panstarrs                                                                    00034241001
C/2013X1Panstarrs                                                                    00034241002
CometC/2022E3(ZTF)                                                                   05000262001
CometC/2022E3(ZTF)                                                                   05000262002
CometC/2022E3(ZTF)                                                                   05000262003
Comet2015VL62                                                                        00034906001
Comet46P/Wirtanen                                                                    00094423001
Comet46P/Wirtanen                                                                    00094423002
C/2015V2Johnson                                                                      00094271001
C/2017K2                                                                             05000242004
C/2015V2Johnson                                                                      00094279001
C/2013X1Panstarrs                                                                    00034297001
C/2013X1Panstarrs                                                                    00034297002
CometGarradd                                                                         00091573001
C/2013X1Panstarrs                                                                    00034299001
C/2013X1Panstarrs                                                                    00034299002
C/2013X1Panstarrs                                                                    00034299003
C/2013X1Panstarrs                                                                    00034299004
C/2013X1Panstarrs                                                                    00034299005
CometC/2009P1(Garradd)                                                               00091529001
CometC/2009P1(Garradd)                                                               00091529002
C/2017K2                                                                             05000070001
Comet2015V2Johnson                                                                   00034944001
C/2015V2Johnson                                                                      00094260002
CometC/2013US10Catalina                                                              00033555001
CometC/2013US10Catalina                                                              00033555002
CometC/2013US10Catalina                                                              00033555003
C/2017K2                                                                             05000002001
CometC/2022E3(ZTF)                                                                   05000288001
CometC/2022E3(ZTF)                                                                   05000288002
CometC/2022E3(ZTF)                                                                   05000288003
CometC/2022E3(ZTF)                                                                   05000288004
CometC/2022E3(ZTF)                                                                   05000288005
CometC/2022E3(ZTF)                                                                   05000288006
C/2017K2                                                                             05000066001
C/2019Q4Borisov                                                                      00012150001
Comet141P/Macholz2                                                                   00014177003
Comet41P                                                                             00093561001
Comet41P                                                                             00093561002
Comet41P                                                                             00093561003
Comet41P                                                                             00093561004
Comet41P                                                                             00093561005
C/2019Q4Borisov                                                                      00012359001
C/2017K2                                                                             05000186001
C/2017K2                                                                             05000186002
C/2017K2                                                                             05000186003
C/2017K2                                                                             05000186004
C/2017K2                                                                             05000186005
C/2017K2                                                                             05000186006
C/2019Y4ATLAS                                                                        00013449002
Comet141P/Macholz2                                                                   00014151001
CometHolmes                                                                          00030997001
COMET46P/WIRTANEN                                                                    00094438001
Comet141P/Macholz2                                                                   00014144002
C/2013A1SidingSprings                                                                00033471001
C/2013A1SidingSprings                                                                00033471002
C/2019Q4Borisov                                                                      00013099003
2P/Encke_orb10_p2                                                                    00091795001
2P/Encke_orb10_p2                                                                    00091795002
2P/Encke_orb10_p2                                                                    00091795003
Comet2015V2Johnson                                                                   00034896001
Comet2015V2Johnson                                                                   00034896002
C/2012K1(PANSTARRS)                                                                  00033219001
CometP/2010A2(LINEAR)                                                                00031605001
C/2015V2Johnson                                                                      00094309003
C/2019Q4Borisov                                                                      00012148001
CometC/2009P1(Garradd)                                                               00091254001
CometC/2009P1(Garradd)                                                               00091254002
C/2013A1(SidingSpring)                                                               00091995001
C/2013A1(SidingSpring)                                                               00091995002
C/2013A1(SidingSpring)                                                               00091995003
Comet46P/Wirtanen                                                                    00094421001
Comet46P/Wirtanen                                                                    00094421002
Comet141P/Macholz2                                                                   00014139001
C/2013US10(Catalina)                                                                 00033822001
C/2013US10(Catalina)                                                                 00033822002
C/2013US10(Catalina)                                                                 00033822003
C/2013US10(Catalina)                                                                 00033822004
Comet8P/Tuttle                                                                       00031175001
Comet8P/Tuttle                                                                       00031175002
CometC/2022E3(ZTF)                                                                   05000330001
CometC/2022E3(ZTF)                                                                   05000330002
CometC/2022E3(ZTF)                                                                   05000330003
CometC/2022E3(ZTF)                                                                   05000330004
CometC/2022E3(ZTF)                                                                   05000330005
CometC/2022E3(ZTF)                                                                   05000330006
Comet8P/Tuttle                                                                       00031178001
Comet8P/Tuttle                                                                       00031178002
CometC/2013US10Catalina                                                              00033518001
CometC/2013US10Catalina                                                              00033518002
CometC/2013US10Catalina                                                              00033518003
Comet41P                                                                             00010113001
Comet41P                                                                             00010113002
C/2015V2Johnson                                                                      00094284002
Comet8P/Tuttle                                                                       00031127001
Comet8P/Tuttle                                                                       00031127002
Comet8P/Tuttle                                                                       00031127003
C/2017K2                                                                             05000091001
C/2017K2                                                                             05000091002
C/2019Y4ATLAS                                                                        00013413001
C/2015VL62                                                                           00094158001
C/2015VL62                                                                           00094163002
CometLulin                                                                           00031348001
CometC/2012K1(PANSTARRS)                                                             00092032001
CometC/2012K1(PANSTARRS)                                                             00092032002
C/2015V2Johnson                                                                      00094299001
C/2017K2                                                                             05000216006
Comet73P/3-C                                                                         00030711001
CometLulin                                                                           00031351001
Comet141P/Macholz2                                                                   00014145003
C/2015VL62                                                                           00093587001
C/2013USCatalina                                                                     00034315001
C/2013USCatalina                                                                     00034315002
C/2013USCatalina                                                                     00034315003
C/2013USCatalina                                                                     00034315004
C/2013USCatalina                                                                     00034315005
C/2017K2                                                                             05000227003
CometC/2011L4Panstarrs                                                               00032546001
CometP/2010A2(LINEAR)                                                                00031598001
CometP/2010A2(LINEAR)                                                                00031598002
Comet73P/3-C                                                                         00030524001
Comet73P/3-C                                                                         00030622001
CometC/2012S1(ISON)                                                                  00032748001
C/2019Q4Borisov                                                                      00012353003
C/2017K2                                                                             05000183001
C/2017K2                                                                             05000183002
C/2017K2                                                                             05000183003
C/2017K2                                                                             05000183004
C/2017K2                                                                             05000183005
C/2017K2                                                                             05000183006
C/2019Y4ATLAS                                                                        00013400001
Comet88P/Howell                                                                      00013827001
CometGarradd                                                                         00091579001
C/2017K2                                                                             05000099001
C/2017K2                                                                             05000099002
CometC/2009P1(Garradd)                                                               00091498001
CometC/2009P1(Garradd)                                                               00091498002
CometC/2009P1(Garradd)                                                               00091498003
CometC/2009P1(Garradd)                                                               00091498004
Comet141P/Macholz2                                                                   00014185003
C/2019Q4Borisov                                                                      00011806001
Comet8P/Tuttle                                                                       00031163001
Comet8P/Tuttle                                                                       00031163002
Comet228P/LINEAR                                                                     00034917001
Comet228P/LINEAR                                                                     00034917002
2P/Encke_orb13_p2_makeup                                                             00091813001
2P/Encke_orb13_p2_makeup                                                             00091813002
2P/Encke_orb13_p2_makeup                                                             00091813003
Comet22P/Kopff                                                                       00031507001
2P/Encke_orb12_p1_makeup                                                             00091810001
2P/Encke_orb12_p1_makeup                                                             00091810002
Comet73P/3-C                                                                         00030512001
C/2015VL62                                                                           00093593003
C/2019Q4Borisov                                                                      00013211001
C/2019Q4Borisov                                                                      00013211002
C/2019Q4Borisov                                                                      00013211003
CometC/2022E3(ZTF)                                                                   05000247002
C/2009P1Garradd                                                                      00091252001
C/2009P1Garradd                                                                      00091252002
Comet41P                                                                             00010109001
Comet41P                                                                             00010109002
C/2019Q4Borisov                                                                      00013170002
Comet64P/Swift-Gehrels                                                               00010814002
C/2017K2                                                                             05000206003
C/2017K2                                                                             05000229005
Comet2015V2Johnson                                                                   00034823001
Comet2015V2Johnson                                                                   00034823002
Comet8P/Tuttle                                                                       00031076001
Comet8P/Tuttle                                                                       00031076002
CometCatalinaOrbit3                                                                  00034472001
CometCatalinaOrbit3                                                                  00034472002
CometCatalinaOrbit3                                                                  00034472003
CometCatalinaOrbit3                                                                  00034472004
CometCatalinaOrbit3                                                                  00034472005
C/2019Y4ATLAS                                                                        00013398003
Comet141P/Macholz2                                                                   00014188002
Comet2015V2Johnson                                                                   00034894001
Comet2015V2Johnson                                                                   00034894002
Comet2015V2Johnson                                                                   00034894003
Comet2015V2Johnson                                                                   00034894004
Comet2015V2Johnson                                                                   00034894005
COMET46P/WIRTANEN                                                                    00094384001
COMET46P/WIRTANEN                                                                    00094384002
COMET46P/WIRTANEN                                                                    00094384003
C/2019Y4ATLAS                                                                        00013325002
C/2012K1Panstarrs                                                                    00033182001
C/2012K1Panstarrs                                                                    00033182002
C/2012K1Panstarrs                                                                    00033182003
C/2012K1Panstarrs                                                                    00033182004
Comet73P/3-C                                                                         00030546001
Comet73P/3-C                                                                         00030641001
Comet2013X1Panstarrs                                                                 00034872001
Comet2013X1Panstarrs                                                                 00034872002
Comet2013X1Panstarrs                                                                 00034872003
CometGarradd                                                                         00091580001
C/2012K1Panstarrs                                                                    00034234001
C/2012K1Panstarrs                                                                    00034234002
C/2012K1Panstarrs                                                                    00034234003
Comet73P/3-C                                                                         00030640001
Comet2015V2Johnson                                                                   00010079001
Comet64P/Swift-Gehrels                                                               00010841002
C/2015VL62                                                                           00010136001
C/2015V2Johnson                                                                      00034734001
C/2015V2Johnson                                                                      00034734002
C/2015V2Johnson                                                                      00034734003
C/2017K2                                                                             05000344001
C/2017K2                                                                             05000344002
C/2017K2                                                                             05000344003
C/2017K2                                                                             05000344004
C/2017K2                                                                             05000344005
C/2017K2                                                                             05000344006
Comet8P/Tuttle                                                                       00031111001
Comet73P/3-C                                                                         00030500001
CometC/2013X1PANSTARRS                                                               00034529001
CometC/2013X1PANSTARRS                                                               00034529002
CometC/2013X1PANSTARRS                                                               00034529003
CometC/2013X1PANSTARRS                                                               00034529004
CometC/2013X1PANSTARRS                                                               00034529005
Comet8P/Tuttle                                                                       00031171001
Comet8P/Tuttle                                                                       00031171002
Comet41P                                                                             00093570001
Comet41P                                                                             00093570002
C/2019Y4ATLAS                                                                        00013358001
C/2013A1(SidingSprings)                                                              00091994001
C/2013A1(SidingSprings)                                                              00091994002
C/2013A1(SidingSprings)                                                              00091994003
Comet8P/Tuttle                                                                       00031087001
C/2013A1SidingSpring                                                                 00033504001
C/2013A1SidingSpring                                                                 00033504002
C/2013A1SidingSpring                                                                 00033504003
C/2013A1SidingSpring                                                                 00033504004
CometLulin                                                                           00031364001
C/2017K2                                                                             00095950001
Comet8P/Tuttle                                                                       00031106001
C/2013X1Panstarrs                                                                    00034152001
C/2013X1Panstarrs                                                                    00034152002
COMET46P/WIRTANEN                                                                    00094406001
COMET46P/WIRTANEN                                                                    00094406004
COMET46P/WIRTANEN                                                                    00094406005
Comet2015V2Johnson                                                                   00034897001
Comet2015V2Johnson                                                                   00034897002
Comet2015V2Johnson                                                                   00034897003
Comet2015V2Johnson                                                                   00034897004
Comet2015V2Johnson                                                                   00034897005
Comet2013A1SidingSpring                                                              00033066001
Comet2013A1SidingSpring                                                              00033066002
